Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,1.812932014465332,1.80479896068573,1.8032499551773071,1.8032499551773071,1.4146095514297485,38730
1996-01-02,1.8009259700775146,1.8009259700775146,1.743219017982483,1.743219017982483,1.3675165176391602,77460
1996-01-03,1.743219017982483,1.7505780458450317,1.7505780458450317,1.7505780458450317,1.3732892274856567,12910
1996-01-04,1.7467050552368164,1.7583240270614624,1.7428319454193115,1.7428319454193115,1.3672128915786743,64550
1996-01-05,1.7385720014572144,1.7385720014572144,1.7385720014572144,1.7385720014572144,1.3638710975646973,12910
1996-01-08,1.7273399829864502,1.7350859642028809,1.6653729677200317,1.6653729677200317,1.3064478635787964,167830
1996-01-09,1.6266429424285889,1.6494929790496826,1.6169610023498535,1.6169610023498535,1.2684695720672607,309840
1996-01-10,1.6169610023498535,1.7041020393371582,1.6111509799957275,1.7037149667739868,1.3365260362625122,490580
1996-01-11,1.6731189489364624,1.6731189489364624,1.6731189489364624,1.6731189489364624,1.3125245571136475,38730
1996-01-12,1.6653729677200317,1.7037149667739868,1.6653729677200317,1.6963560581207275,1.3307535648345947,77460
1996-01-15,1.6731189489364624,1.6731189489364624,1.666146993637085,1.666146993637085,1.3070553541183472,116190
1996-01-16,1.6731189489364624,1.7041020393371582,1.6421350240707397,1.6886099576950073,1.324676752090454,1665392
1996-01-17,1.6886099576950073,1.684736967086792,1.549183964729309,1.6653729677200317,1.3064478635787964,387300
1996-01-18,1.6653729677200317,1.6653729677200317,1.634389042854309,1.6537539958953857,1.297333002090454,129100
1996-01-19,1.634389042854309,1.6479439735412598,1.6188969612121582,1.6200590133666992,1.2709003686904907,219470
1996-01-22,1.6200590133666992,1.6266429424285889,1.5879130363464355,1.6266429424285889,1.2760653495788574,116190
1996-01-23,1.6266429424285889,1.6266429424285889,1.5569299459457397,1.6188969612121582,1.269988775253296,167830
1996-01-24,1.6188969612121582,1.6150239706039429,1.5809420347213745,1.5979830026626587,1.2535821199417114,296930
1996-01-25,1.5979830026626587,1.6111509799957275,1.5724220275878906,1.6041799783706665,1.2584435939788818,232380
1996-01-26,1.6041799783706665,1.6041799783706665,1.6041799783706665,1.6041799783706665,1.2584435939788818,0
1996-01-29,1.6041799783706665,1.6188969612121582,1.5731960535049438,1.6188969612121582,1.269988775253296,51640
1996-01-30,1.6188969612121582,1.6421350240707397,1.6092150211334229,1.6382620334625244,1.2851800918579102,1665392
1996-01-31,1.6382620334625244,1.634389042854309,1.5898499488830566,1.628967046737671,1.2778881788253784,77460
1996-02-01,1.628967046737671,1.657626986503601,1.6498810052871704,1.6498810052871704,1.294294834136963,25820
1996-02-02,1.6498810052871704,1.7408950328826904,1.7041020393371582,1.7192070484161377,1.3486796617507935,142010
1996-02-05,1.7192070484161377,1.7796250581741333,1.7641329765319824,1.7776880264282227,1.3945566415786743,116190
1996-02-06,1.7776880264282227,1.8028630018234253,1.766456961631775,1.766456961631775,1.3857461214065552,154920
1996-02-07,1.7428319454193115,1.781561017036438,1.7195940017700195,1.781561017036438,1.3975952863693237,142010
1996-02-08,1.781561017036438,1.8590209484100342,1.7776880264282227,1.8512749671936035,1.4522840976715088,348570
1996-02-09,1.8977500200271606,1.971336007118225,1.874511957168579,1.971336007118225,1.54646897315979,374390
1996-02-12,1.9360929727554321,1.9674639701843262,1.8977500200271606,1.9341559410095215,1.5173025131225586,271110
1996-02-13,1.9341559410095215,1.9744349718093872,1.8977500200271606,1.9674639701843262,1.5434317588806152,503490
1996-02-14,1.9519720077514648,2.052669048309326,1.9519720077514648,2.0402750968933105,1.6005504131317139,490580
1996-02-15,2.0139389038085938,2.091398000717163,2.0139389038085938,2.049570083618164,1.6078417301177979,361480
1996-02-16,2.049570083618164,2.1533660888671875,2.05344295501709,2.1312899589538574,1.6719495058059692,1420102
1996-02-19,2.1018550395965576,2.137873888015747,2.091398000717163,2.1305150985717773,1.6713416576385498,890791
1996-02-20,2.1305150985717773,2.207200050354004,2.1301279067993164,2.1669209003448486,1.6999011039733887,787511
1996-02-21,2.1669209003448486,2.1669209003448486,2.1669209003448486,2.1669209003448486,1.6999011039733887,0
1996-02-22,2.1669209003448486,2.176603078842163,2.137873888015747,2.1692450046539307,1.7017241716384888,568040
1996-02-23,2.1688570976257324,2.1843490600585938,2.1688570976257324,2.1688570976257324,1.7014199495315552,3072584
1996-02-26,2.1688570976257324,2.1843490600585938,2.1692450046539307,2.1700189113616943,1.70233154296875,361480
1996-02-27,2.1700189113616943,2.172729969024658,2.1688570976257324,2.1688570976257324,1.7014199495315552,1213541
1996-02-28,2.1688570976257324,2.176603078842163,2.164984941482544,2.172729969024658,1.7044579982757568,542220
1996-02-29,2.172729969024658,2.176603078842163,2.1688570976257324,2.1692450046539307,1.7017241716384888,1097351
1996-03-01,2.1692450046539307,2.176603078842163,2.1692450046539307,2.1715691089630127,1.7035479545593262,942431
1996-03-04,2.1715691089630127,2.205651044845581,2.1684699058532715,2.182025909423828,1.7117507457733154,1665392
1996-03-05,2.182025909423828,2.182025909423828,2.182025909423828,2.182025909423828,1.7117507457733154,0
1996-03-06,2.182025909423828,2.1692450046539307,2.1305150985717773,2.1305150985717773,1.6713416576385498,180740
1996-03-07,2.1305150985717773,2.1068899631500244,2.0681610107421875,2.0681610107421875,1.6224260330200195,38730
1996-03-08,1.9833430051803589,2.0681610107421875,1.9833430051803589,2.0398879051208496,1.600246548652649,619680
1996-03-11,2.091398000717163,2.091398000717163,2.031367063522339,2.072032928466797,1.6254633665084839,154920
1996-03-12,2.072032928466797,2.052669048309326,2.029431104660034,2.0375640392303467,1.5984231233596802,129100
1996-03-13,2.0375640392303467,2.0681610107421875,2.0453100204467773,2.058090925216675,1.6145261526107788,77460
1996-03-14,2.058090925216675,2.091398000717163,2.054605007171631,2.054605007171631,1.6117922067642212,129100
1996-03-15,2.054605007171631,2.052669048309326,2.029818058013916,2.052669048309326,1.6102728843688965,64550
1996-03-18,2.052669048309326,2.0449230670928955,2.037177085876465,2.037177085876465,1.5981199741363525,180740
1996-03-19,2.037177085876465,2.0584781169891357,2.0139389038085938,2.033690929412842,1.5953850746154785,271110
1996-03-20,2.033690929412842,2.033690929412842,2.033690929412842,2.033690929412842,1.5953850746154785,0
1996-03-21,2.033690929412842,2.0220720767974854,2.0139389038085938,2.0220720767974854,1.5862705707550049,129100
1996-03-22,2.0220720767974854,2.037177085876465,2.029431104660034,2.029431104660034,1.5920436382293701,142010
1996-03-25,2.029431104660034,2.0216848850250244,2.006192922592163,2.0216848850250244,1.5859673023223877,64550
1996-03-26,2.0216848850250244,2.0449230670928955,2.006192922592163,2.0449230670928955,1.6041964292526245,64550
1996-03-27,2.052669048309326,2.060415029525757,2.052669048309326,2.053056001663208,1.6105766296386719,90370
1996-03-28,2.053056001663208,2.0677731037139893,2.053056001663208,2.0677731037139893,1.622121810913086,90370
1996-03-29,2.0677731037139893,2.0759060382843018,2.056541919708252,2.0759060382843018,1.6285020112991333,77460
1996-04-01,2.0759060382843018,2.0759060382843018,2.0759060382843018,2.0759060382843018,1.6285020112991333,64550
1996-04-02,2.053056001663208,2.1301279067993164,2.053056001663208,2.0991439819335938,1.6467316150665283,374390
1996-04-03,2.0991439819335938,2.1068899631500244,2.0759060382843018,2.101080894470215,1.648250937461853,77460
1996-04-04,2.091398000717163,2.0991439819335938,2.0759060382843018,2.091398000717163,1.640655279159546,167830
1996-04-05,2.091398000717163,2.091398000717163,2.091398000717163,2.091398000717163,1.640655279159546,0
1996-04-08,2.053056001663208,2.097208023071289,2.053056001663208,2.093334913253784,1.6421743631362915,555130
1996-04-09,2.093334913253784,2.1068899631500244,2.060415029525757,2.091398000717163,1.640655279159546,413120
1996-04-10,2.091398000717163,2.0759060382843018,2.0623509883880615,2.0623509883880615,1.6178686618804932,129100
1996-04-11,2.0623509883880615,2.052669048309326,2.0139389038085938,2.029431104660034,1.5920436382293701,90370
1996-04-12,1.9984469413757324,2.012002944946289,1.982954978942871,2.0058059692382812,1.5735100507736206,245290
1996-04-15,1.9907009601593018,2.006192922592163,1.9907009601593018,2.0023200511932373,1.5707753896713257,51640
1996-04-16,2.0023200511932373,2.029431104660034,1.9984469413757324,2.029431104660034,1.5920436382293701,193650
1996-04-17,2.016263008117676,2.052669048309326,2.016263008117676,2.052669048309326,1.6102728843688965,90370
1996-04-18,2.052669048309326,2.1533660888671875,2.052669048309326,2.1301279067993164,1.6710376739501953,258200
1996-04-19,2.1301279067993164,2.176603078842163,2.114635944366455,2.156851053237915,1.6920017004013062,529310
1996-04-22,2.156851053237915,2.199841022491455,2.099919080734253,2.140584945678711,1.6792410612106323,516400
1996-04-23,2.140584945678711,2.11850905418396,2.091398000717163,2.1072769165039062,1.6531116962432861,129100
1996-04-24,2.1301279067993164,2.2075870037078857,2.1223819255828857,2.1614990234375,1.6956477165222168,387300
1996-04-25,2.1614990234375,2.1688570976257324,2.1301279067993164,2.1560769081115723,1.6913944482803345,245290
1996-04-26,2.1560769081115723,2.1223819255828857,2.0917859077453613,2.0917859077453613,1.640959620475769,206560
1996-04-29,2.0917859077453613,2.1223819255828857,2.0921730995178223,2.1003060340881348,1.6476428508758545,77460
1996-04-30,2.1003060340881348,2.1920950412750244,2.114635944366455,2.1735050678253174,1.705066204071045,542220
1996-05-01,2.1735050678253174,2.308284044265747,2.1932570934295654,2.249027967453003,1.7643122673034668,916611
1996-05-02,2.249027967453003,2.285046100616455,2.2544500827789307,2.280010938644409,1.7886180877685547,645501
1996-05-03,2.280010938644409,2.3237760066986084,2.285046100616455,2.314481019973755,1.8156588077545166,1161901
1996-05-06,2.314481019973755,2.2695538997650146,2.2153329849243164,2.220367908477783,1.7418291568756104,710051
1996-05-07,2.220367908477783,2.2385709285736084,2.1463940143585205,2.206037998199463,1.7305877208709717,981161
1996-05-08,2.206037998199463,2.246316909790039,2.1301279067993164,2.2075870037078857,1.731803059577942,361480
1996-05-09,2.2075870037078857,2.1909329891204834,2.1301279067993164,2.15297794342041,1.688963770866394,451850
1996-05-10,2.15297794342041,2.1037919521331787,2.037177085876465,2.1037919521331787,1.6503772735595703,154920
1996-05-13,2.1037919521331787,2.183962106704712,2.1262550354003906,2.176603078842163,1.7074966430664062,206560
1996-05-14,2.176603078842163,2.1843490600585938,2.1305150985717773,2.1436829566955566,1.6816716194152832,271110
1996-05-15,2.1436829566955566,2.2288880348205566,2.1688570976257324,2.202552080154419,1.727852702140808,258200
1996-05-16,2.202552080154419,2.246316909790039,2.1843490600585938,2.1843490600585938,1.7135729789733887,258200
1996-05-17,2.1688570976257324,2.176603078842163,2.137873888015747,2.164984941482544,1.6983826160430908,77460
